id,business_type,category_name,google_category_id,product_name,price_cents,brand,description,sku_pattern,generation_source,usage_count,quality_score,created_at,last_used_at,image_url,thumbnail_url,image_width,image_height,image_bytes,enhanced_description,features,specifications,has_image,image_quality
sid-ji9w5q30,jewelry,Necklaces & Pendants,t-ccu0mh28_necklaces-pendants,14k Gold Plated Heart Locket Necklace,6999,GoldenHeart,"This 14k gold plated heart locket necklace offers a personal touch, perfect for keeping cherished photos close.",GHHL-6999,ai,1,0,2025-12-18 23:29:48.849,,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-69p7remh/original-1766100679783.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-69p7remh/thumb-1766100679783.jpg,1024,1024,141177,"Celebrate love and memory with the 14k Gold Plated Heart Locket Necklace from GoldenHeart. This enchanting piece embodies the essence of affection, featuring a classic heart-shaped locket with intricate detailing, all beautifully gold plated for a sumptuous finish. The locket opens to reveal space for two cherished photographs, making it not just a piece of jewelry, but a personal treasure filled with meaning.

Expertly crafted, the locket is suspended from a matching gold-plated chain, ensuring that it sits perfectly at the heart. Its timeless design makes it an ideal gift for special occasions such as anniversaries, birthdays, or as a token of appreciation. With the 14k Gold Plated Heart Locket Necklace, you can carry your loved ones close to your heart in unparalleled style.","[""14k gold plated for a luxurious finish"", ""Heart-shaped locket holds two photos"", ""Timeless design suitable for every occasion"", ""High-quality craftsmanship""]","{""material"": ""14k Gold Plated"", ""claspType"": ""Lobster Claw"", ""locketSize"": ""1.5 inches"", ""chainLength"": ""20 inches""}",t,standard
sid-hpa8vy7w,jewelry,Bracelets & Bangles,tid-h02h6056_bracelets-bangles,"Swarovski Infinity Heart Bracelet in Rhodium Plating, 18cm",8500,Swarovski,"Elegant infinity heart bracelet made with rhodium plating, featuring Swarovski crystals.",SW-INF-HT-18,ai,1,0,2025-12-22 21:56:36.652,,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-h02h6056/products/sid-42e3xecc/original-1766440676597.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-h02h6056/products/sid-42e3xecc/thumb-1766440676597.jpg,1024,1024,159062,"Introducing the Swarovski Infinity Heart Bracelet, a symbol of endless love and timeless elegance. Crafted with precision in a stunning rhodium plating, this bracelet features the iconic infinity symbol, intertwined with a delicate heart, both adorned with sparkling Swarovski crystals. Measuring 18cm in length, it's the perfect size for a comfortable fit on most wrists. This exquisite piece is not only a testament to Swarovski's commitment to quality but also an embodiment of modern luxury. Whether you're looking to add a touch of glamour to your everyday look or seeking a meaningful gift for someone special, the Swarovski Infinity Heart Bracelet is a choice par excellence. Its versatile design ensures it can complement any outfit, making it a valuable addition to any jewelry collection.","[""Elegant infinity heart design symbolizes endless love."", ""Adorned with Swarovski crystals for a luxurious sparkle."", ""Rhodium plating ensures durability and shine."", ""Perfectly sized at 18cm for a comfortable and secure fit."", ""Versatile style suitable for any occasion.""]","{""length"": ""18cm"", ""stones"": ""Swarovski Crystals"", ""material"": ""Rhodium Plated"", ""closureType"": ""Lobster Clasp""}",t,standard
sid-8ybknod0,jewelry,Bracelets & Bangles,t-ccu0mh28_bracelets-bangles,Bohemian Beaded Bangle Set (5 Pieces),2499,Boho Chic,A vibrant set of five beaded bangles that bring a pop of color and bohemian style to your wrist.,BBC-BBS-2499,ai,1,0,2025-12-18 23:30:24.336,,,,,,,"Elevate your accessory game with the Bohemian Beaded Bangle Set from Boho Chic. This set includes five uniquely designed bangles, each featuring a colorful array of beads and charms that evoke a sense of adventure and free spirit. Crafted with care, these bangles are designed to be durable and comfortable for all-day wear.

Mix and match these bangles to create your custom look, or wear them all together for a bold statement. The versatility of this set makes it perfect for festivals, casual outings, or adding a touch of whimsy to more formal attire. Embrace your individuality and the spirit of bohemia with this exquisite set.","[""Set of five uniquely designed bangles"", ""Colorful beads and charms for a bohemian look"", ""Durable and comfortable for all-day wear"", ""Versatile styling options""]","{""size"": ""One size fits most"", ""material"": ""Beads, Metal"", ""quantity"": 5}",f,
sid-yql50qd8,jewelry,Rings,t-ccu0mh28_rings,Elegance Sterling Silver Diamond Band (Size 7),49999,De Beers,"A stunning sterling silver band adorned with genuine diamonds, perfect for that special occasion.",DB-SSDB-07,ai,1,0,2025-12-18 23:30:41.476,,,,,,,"Introducing the Elegance Sterling Silver Diamond Band from the renowned De Beers collection, a symbol of sophistication and timeless beauty. Crafted with meticulous attention to detail, this sterling silver band is set with sparkling genuine diamonds that catch the light from every angle. Whether you're commemorating an anniversary, making a promise, or simply indulging in the art of self-expression, this ring adds a touch of glamour to any ensemble. Its classic design ensures it pairs seamlessly with both day and evening wear, making it a versatile addition to your jewelry collection.","[""Made with premium sterling silver for durability and shine."", ""Adorned with genuine diamonds for an exquisite sparkle."", ""Timeless design, perfect for every occasion."", ""Comes in size 7, catering to a popular fit."", ""Presented in a luxurious gift box, ready for gifting.""]","{""size"": 7, ""stone"": ""Diamond"", ""weight"": ""Approx. 2g"", ""material"": ""Sterling Silver"", ""diamondCarat"": ""0.5 carats total""}",f,
sid-v8jinve1,jewelry,Rings,t-ccu0mh28_rings,Classic Gold-Plated Solitaire Cubic Zirconia Ring (Size 6),12999,Pandora,"Elegant gold-plated ring featuring a stunning cubic zirconia solitaire, ideal for adding a touch of luxury.",PD-GPCZ-06,ai,1,0,2025-12-18 23:30:41.888,,,,,,,"The Classic Gold-Plated Solitaire Cubic Zirconia Ring is a masterpiece of craftsmanship from Pandora, designed to offer an affordable luxury experience. This exquisite ring features a high-quality cubic zirconia stone at its heart, capturing the essence of sophistication at a fraction of the cost. The gold-plated band adds a warm, luxurious glow that complements any skin tone. Perfect as a thoughtful gift, engagement ring, or a special treat for yourself, this piece is versatile enough to wear daily or on special occasions. Its durable construction ensures it remains a cherished part of your jewelry collection for years to come.","[""High-quality cubic zirconia stone for a diamond-like appearance."", ""Gold-plated for a luxurious finish and added durability."", ""Simple yet elegant design suitable for all occasions."", ""Available in size 6 for a comfortable fit."", ""Affordably priced without compromising on quality.""]","{""size"": 6, ""stone"": ""Cubic Zirconia"", ""material"": ""Gold-Plated"", ""bandWidth"": ""2mm"", ""stoneSize"": ""1 carat equivalent""}",f,
sid-6lti154v,jewelry,Bracelets & Bangles,t-ccu0mh28_bracelets-bangles,Elegant Pearl Bracelet,3499,Pearl Elegance,A timeless pearl bracelet that adds a touch of sophistication to any outfit.,EPB-3499-07,ai,1,0,2025-12-18 23:30:23.928,,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-whmbd9mx/original-1766100730905.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-whmbd9mx/thumb-1766100730905.jpg,1024,1024,126340,"Introducing the Elegant Pearl Bracelet from Pearl Elegance, a stunning addition to any jewelry collection. This bracelet features a single strand of high-quality pearls, carefully selected for their luster and uniformity. The clasp is made of durable sterling silver, ensuring that your bracelet remains secure and beautiful for years to come.

Whether you're dressing up for a special occasion or adding a bit of glamour to your everyday look, the Elegant Pearl Bracelet is the perfect choice. Its classic design complements any style, from casual chic to formal elegance. Moreover, pearls are known for their timeless appeal, making this bracelet a valuable investment in your jewelry collection.","[""High-quality pearls with excellent luster"", ""Durable sterling silver clasp"", ""Timeless and elegant design"", ""Versatile accessory for any occasion""]","{""size"": ""7 inches"", ""material"": ""Pearl, Sterling Silver"", ""quantity"": 1}",t,standard
sid-y7uyhiwy,jewelry,Necklaces & Pendants,t-ccu0mh28_necklaces-pendants,Elegant Sterling Silver Pendant Necklace,4599,Silvershine,"A timeless sterling silver pendant necklace, perfect for every occasion.",SSPN-4599,ai,1,0,2025-12-18 23:29:48.431,,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-lhk7y26n/original-1766100657537.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-lhk7y26n/thumb-1766100657537.jpg,1024,1024,135274,"Introducing the Elegant Sterling Silver Pendant Necklace from Silvershine, a masterpiece of craftsmanship designed for the modern woman. This exquisite piece combines simplicity with elegance, featuring a beautifully polished sterling silver pendant that catches the light in a dazzling display of brilliance. Whether you're dressing up for a special event or adding a touch of sophistication to your everyday wear, this necklace is the perfect choice.

Crafted with the utmost attention to detail, the pendant hangs gracefully from a delicate sterling silver chain, providing a versatile look that's both chic and timeless. The necklace's classic design ensures it will complement any outfit, making it a staple accessory in your jewelry collection. With its combination of style and durability, the Elegant Sterling Silver Pendant Necklace from Silvershine is an investment in beauty that will last for years to come.","[""Crafted from high-quality sterling silver"", ""Elegant and timeless design"", ""Versatile accessory for any occasion"", ""Durable construction ensures lasting beauty""]","{""material"": ""Sterling Silver"", ""claspType"": ""Spring Ring"", ""chainLength"": ""18 inches"", ""pendantSize"": ""1 inch""}",t,standard
sid-imxhduat,jewelry,Earrings,t-ccu0mh28_earrings,14K Gold Plated Hoop Earrings - 30mm,3499,LuxeDesigns,Elegant 14K gold plated hoop earrings perfect for any occasion.,LD-30GPH-01,ai,1,0,2025-12-18 23:30:06.736,,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-8ie2j3oh/original-1766100698718.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-8ie2j3oh/thumb-1766100698718.jpg,1024,1024,116156,"Introducing our stunning 14K Gold Plated Hoop Earrings from LuxeDesigns, a timeless addition to your jewelry collection. These earrings are designed to offer both elegance and durability, making them perfect for daily wear or special occasions. Crafted with high-quality materials, our hoop earrings feature a brilliant 14K gold plating over a sturdy base, ensuring they keep their luster for years to come. With a diameter of 30mm, they are the perfect size for noticeable elegance without being overly ostentatious. The secure clasp ensures they stay in place, giving you confidence throughout the day. Whether you're dressing up for a night out or adding a touch of sophistication to your everyday outfit, these earrings are sure to complement your look.","[""Elegant 14K gold plating for lasting shine"", ""Perfect 30mm size for versatility"", ""Secure clasp for confident wear"", ""Hypoallergenic materials for sensitive skin"", ""Timeless design suitable for any occasion""]","{""size"": ""30mm diameter"", ""material"": ""14K gold plated"", ""quantity"": ""1 pair"", ""closureType"": ""Latch back""}",t,standard
sid-cpze1e85,jewelry,Earrings,t-ccu0mh28_earrings,Sterling Silver Stud Earrings with Cubic Zirconia,2599,EleganceAura,Sparkling sterling silver stud earrings adorned with high-quality cubic zirconia.,EA-SSCZ-02,ai,1,0,2025-12-18 23:30:07.142,,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-5e1unhfm/original-1766100714343.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-5e1unhfm/thumb-1766100714343.jpg,1024,1024,148783,"Presenting our exquisite Sterling Silver Stud Earrings with Cubic Zirconia, brought to you by EleganceAura. These earrings are the epitome of sophistication, featuring premium cubic zirconia stones that catch the light beautifully, mimicking the brilliance of real diamonds. Crafted from high-quality sterling silver, these studs are designed to last, resisting tarnish and wear to ensure they remain a staple in your collection. The earrings come with a secure back fastening, ensuring they stay on securely, no matter where your day takes you. Ideal for both casual and formal wear, they add a subtle sparkle to any outfit, making you stand out in the best way possible. Enhance your jewelry collection with these timeless pieces, or gift them to someone special to spread the joy.","[""High-quality cubic zirconia for diamond-like sparkle"", ""Durable sterling silver construction"", ""Secure back fastening for peace of mind"", ""Resistant to tarnishing"", ""Perfect for both casual and formal wear""]","{""size"": ""6mm diameter"", ""material"": ""Sterling silver, Cubic Zirconia"", ""quantity"": ""1 pair"", ""closureType"": ""Push back""}",t,standard
sid-m3wo3xj9,jewelry,Bracelets & Bangles,tid-h02h6056_bracelets-bangles,Pandora Moments Snake Chain Slider Bracelet,5500,Pandora,"Adjustable snake chain slider bracelet in sterling silver, perfect for charm collection.",PA-SNCH-SL,ai,1,0,2025-12-22 21:56:37.077,,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-h02h6056/products/sid-yti9spon/original-1766440691934.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-h02h6056/products/sid-yti9spon/thumb-1766440691934.jpg,1024,1024,152673,"Elevate your style with the timeless elegance of the Pandora Moments Snake Chain Slider Bracelet. Meticulously crafted from premium sterling silver, this bracelet features a sleek, adjustable snake chain design, offering a perfect fit for any wrist size. Its unique slider clasp not only provides ease of wear but also adds a contemporary touch to this classic piece. Ideal for showcasing your cherished Pandora charms, this bracelet allows you to personalize your look and tell your story. The Pandora Moments Snake Chain Slider Bracelet is more than just a piece of jewelry; it's a versatile accessory that complements every outfit and occasion. Whether stacked with other bracelets for a trendy look or worn alone for understated elegance, this bracelet is a must-have addition to your jewelry collection.","[""Adjustable snake chain design ensures a perfect fit."", ""Made from high-quality sterling silver for durability and shine."", ""Unique slider clasp for easy wear and a modern aesthetic."", ""Compatible with all Pandora charms for personalized styling."", ""Versatile and elegant, perfect for every occasion.""]","{""material"": ""Sterling Silver"", ""chainType"": ""Snake Chain"", ""adjustable"": ""Yes"", ""closureType"": ""Slider Clasp"", ""compatibility"": ""All Pandora Charms""}",t,standard
sid-54hcs9nr,jewelry,Rings,tid-h02h6056_rings,Elegant Diamond Engagement Ring in 14k White Gold (1 ct. tw.),299900,Blue Nile,A breathtaking diamond engagement ring featuring a round brilliant cut diamond set in classic 14k white gold.,BLN-1001-ENG-WG,ai,1,0,2025-12-22 21:57:03.954,,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-h02h6056/products/sid-m4cvnxnu/original-1766440710833.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-h02h6056/products/sid-m4cvnxnu/thumb-1766440710833.jpg,1024,1024,171181,"Discover timeless beauty with our Elegant Diamond Engagement Ring, a masterpiece designed to make your most memorable moments sparkle forever. This exquisite ring features a stunning round brilliant cut diamond, meticulously selected for its exceptional clarity and radiant shine. Crafted in the finest 14k white gold, its elegant band gracefully accents the diamond, ensuring it captures every ray of light. Perfect for those who appreciate the essence of classic elegance, this engagement ring promises to be a symbol of your love that will be cherished for generations. Whether you're planning a surprise proposal or looking for the perfect ring together, this piece is sure to leave an everlasting impression.","[""Exquisite round brilliant cut diamond for unmatched brilliance."", ""Crafted in high-quality 14k white gold for durability and shine."", ""Timeless design that complements any style."", ""Perfect for engagements and special occasions."", ""Comes with a certificate of authenticity.""]","{""size"": ""Available in sizes 4-9 (including half sizes)"", ""material"": ""14k white gold"", ""caratWeight"": ""1 ct."", ""diamondColor"": ""H"", ""diamondClarity"": ""VS2""}",t,standard
sid-c9zk7lp7,pet_supplies,Pet Toys,tid-yrkd470n_pet-toys,KONG Classic Dog Toy - Large,1299,KONG,The KONG Classic is the gold standard of dog toys and has become the staple for dogs around the world for over forty years.,KNG-CLSC-LRG,ai,2,0,2025-12-18 23:07:51.323,2025-12-23 22:41:57.608,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-c2r2kf8v/products/sid-06sbozc7/original-1766529885298.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-c2r2kf8v/products/sid-06sbozc7/thumb-1766529885298.jpg,1024,1024,142180,"Offer your furry friend the durable, interactive play toy that has been a favorite for over four decades. The KONG Classic Dog Toy is made from KONG's exclusive, all-natural red rubber formula, specially designed for an engaging and stimulating chew experience. Its unpredictable bounce makes it ideal for solo play sessions, satisfying dogs' innate need to chew and chase. The KONG Classic also features a hollow center that can be filled with treats or peanut butter, providing an additional challenge and extending playtime. Whether you’re tossing the KONG Classic for a fetch game or using it as a chew toy, it’s sure to keep your pet entertained and happy.","[""Made from KONG's exclusive, all-natural red rubber"", ""Perfect for stuffing with KONG Stuff'N treats or other fillings"", ""Recommended worldwide by Veterinarians, Trainers, and dog enthusiasts"", ""Unpredictable bounce for engaging fetch games"", ""Available in various sizes to suit all breeds""]","{""size"": ""Large"", ""weight"": ""7.2 ounces"", ""material"": ""Natural Rubber"", ""dimensions"": ""4 x 2.8 x 2.8 inches"", ""recommendedFor"": ""30-65 lbs dogs""}",t,standard
sid-oe0yudvl,hardware_tools,Paint & Supplies,chain_location_1766071991129_0_paint-supplies,"Behr Premium Plus Ultra Exterior Paint & Primer in One, Satin Finish, 1 Gallon",4599,Behr,"A high-quality exterior paint and primer in one, offering superior durability and protection.",BEHR-ULT-EXT-SAT-1G,ai,4,0,2025-12-19 02:48:13.397,2025-12-30 05:51:21.252,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-wuxyaovy/original-1766112580310.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/chain_location_1766071991129_0/products/sid-wuxyaovy/thumb-1766112580310.jpg,1024,1024,68684,"Introducing the Behr Premium Plus Ultra Exterior Paint & Primer in One, your ideal choice for outdoor painting projects that demand the highest level of durability and protection. This innovative product combines the benefits of a primer and a high-performance paint to deliver a flawless satin finish that withstands the elements and resists fading and staining. Formulated with advanced NANOGUARD Technology, it provides an extra-protective shell that guards against damage from sunlight, moisture, stains, and dirt. The paint's exceptional adhesion makes it perfect for a wide range of surfaces, including wood, vinyl, aluminum, and fiber cement siding, as well as stucco, brick, and masonry. With easy application and excellent coverage, your projects will not only last but will look great for years to come.","[""Combines paint and primer in a single product for efficient application."", ""Formulated with NANOGUARD Technology for superior durability and protection."", ""Resists fading, staining, and damage from sunlight and moisture."", ""Excellent adhesion to a variety of exterior surfaces."", ""Provides a mildew-resistant finish.""]","{""size"": ""1 Gallon"", ""finish"": ""Satin"", ""cleanUp"": ""Soap and water"", ""dryTime"": ""1 hour to touch, 4 hours to recoat"", ""coverageArea"": ""250-400 sq ft/gallon"", ""applicationMethod"": ""Brush, roller, or airless sprayer""}",t,standard
sid-gh8kgz68,pet_supplies,Dog Food & Treats,tid-c2r2kf8v_dog-food-treats,"Tail Waggers Duck Delight Treats, 8oz",1099,Tail Waggers,"Crunchy and delicious duck-flavored treats, perfect for rewarding your dog.",TW-DD8-002,ai,1,0,2025-12-23 22:41:10.367,,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-c2r2kf8v/products/sid-9fgxjxdt/original-1766529814972.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-c2r2kf8v/products/sid-9fgxjxdt/thumb-1766529814972.jpg,1024,1024,130917,"Delight your dog with the irresistible taste of Tail Waggers Duck Delight Treats. These crunchy treats are made with real duck, offering a high-protein snack that's both nutritious and delicious. Packed in an 8oz bag, these treats are perfect for training sessions or as a special reward. Free from artificial colors, flavors, and preservatives, Tail Waggers Duck Delight Treats are a healthy option you can feel good about giving to your pet. Support your dog's health and well-being with these tasty and wholesome treats, designed to cater to dogs of all sizes and breeds.","[""Made with real duck for high-quality protein"", ""Crunchy texture that dogs love"", ""No artificial colors, flavors, or preservatives""]","{""size"": ""8oz"", ""quantity"": ""1 Bag"", ""ingredients"": [""Duck"", ""Natural Flavors"", ""Preservatives""]}",t,standard
sid-nb3jkbhq,general,Toys & Games,tid-r6cccpag_toys-games,Galactic Explorer Space Station Playset,4999,Star Voyagers,"A comprehensive playset for aspiring astronauts, complete with a detailed space station, two astronaut figures, and a miniature spaceship.",SV-GE-SSP-01,ai,1,0,2025-12-22 20:50:26.477,,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-bklucmod/original-1766436736926.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/tid-r6cccpag/products/sid-bklucmod/thumb-1766436736926.jpg,1024,1024,169288,"Embark on interstellar adventures with the Galactic Explorer Space Station Playset from Star Voyagers. Designed to inspire young minds and foster a love for space exploration, this playset is a gateway to endless imaginative play. The highly detailed space station module serves as the central hub for your child's galactic adventures, featuring realistic designs that mimic actual space stations. Two posable astronaut figures are included, allowing kids to create their own space missions. The miniature spaceship complements the set, designed for spacewalks and exploring the far reaches of the playroom galaxy.

Not only does this playset encourage creative storytelling, but it also helps develop fine motor skills as children assemble the space station and navigate the astronauts through daring space missions. The Galactic Explorer Space Station Playset is the perfect gift for budding space enthusiasts, offering a fun and educational experience that blends playtime with learning about the universe.","[""Highly detailed space station module for realistic play"", ""Includes two posable astronaut figures"", ""Comes with a miniature spaceship for extended play"", ""Encourages imagination and storytelling"", ""Helps develop fine motor skills""]","{""size"": ""18 inches width x 12 inches height"", ""material"": ""Non-toxic ABS plastic"", ""quantity"": ""1 playset (includes space station, 2 figures, spacecraft)"", ""age range"": ""3 years and up""}",t,standard
sid-fa4x4c4v,electronics,Accessories,t-ccu0mh28_accessories,Anker PowerLine+ III USB-C to Lightning Cable (6ft),2999,Anker,"A premium, nylon-braided charging cable that's built to last.",ANK-PLP3-6FT-RD,ai,2,0,2025-12-14 12:22:54.28,2025-12-19 20:56:25.65,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-cgylaj3h/original-1765715022767.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-cgylaj3h/thumb-1765715022767.jpg,1024,1024,47676,"The Anker PowerLine+ III USB-C to Lightning Cable is the premium cable your Apple devices deserve. Designed to outlast any charging cable you've had before, this 6ft nylon-braided masterpiece ensures you can charge and sync with unparalleled efficiency. Its durability is unmatched, thanks to a high-quality, double-braided nylon exterior and robust aluminum connectors. Whether you're at home, in the office, or on the go, this cable's length provides the flexibility and convenience you need to keep your devices powered up and ready to perform. Experience the perfect combination of design, functionality, and durability with the Anker PowerLine+ III.","[""6ft length for flexible use and convenience"", ""Durable double-braided nylon exterior"", ""High-speed charging and data transfer"", ""MFi certified for flawless compatibility with Apple Lightning devices"", ""Lifetime warranty for peace of mind""]","{""color"": ""Red"", ""length"": ""6ft"", ""material"": ""Nylon, Aluminum"", ""warranty"": ""Lifetime"", ""compatibility"": ""Apple Lightning devices""}",t,standard
sid-2fyd7afg,electronics,Audio,t-ccu0mh28_audio,Sony WH-1000XM4 Wireless Noise-Cancelling Over-Ear Headphones,34800,Sony,Industry-leading noise cancellation headphones with high-quality sound and long-lasting battery life.,SONY-WH1000XM4-BLK,ai,2,0,2025-12-14 12:23:06.022,2025-12-19 20:56:26.222,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-88ht2et4/original-1765715036579.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-ccu0mh28/products/sid-88ht2et4/thumb-1765715036579.jpg,1024,1024,97100,"Experience the pinnacle of sound with Sony's WH-1000XM4 Wireless Noise-Cancelling Over-Ear Headphones. These headphones are engineered with industry-leading noise cancellation technology, making them perfect for immersive listening in any environment. Whether you're in the hustle and bustle of the city or in the quiet comfort of your home, the WH-1000XM4 headphones deliver unparalleled sound quality. With up to 30 hours of battery life and quick charging capabilities, you're assured of long-lasting musical bliss. The ergonomic design ensures comfort for extended wear, and the touch sensor controls make it easy to play, pause, skip tracks, control volume, activate your voice assistant, and answer phone calls.","[""Industry-leading noise cancellation technology"", ""Up to 30 hours of battery life with quick charging"", ""High-quality sound with DSEE Extreme and LDAC"", ""Touch sensor controls for easy operation"", ""Speak-to-Chat technology automatically pauses playback when you start a conversation""]","{""color"": ""Black"", ""driver_unit"": ""40mm"", ""battery_life"": ""30 hours"", ""connectivity"": ""Bluetooth 5.0"", ""charging_time"": ""Approx. 3 hours (Full charge)"", ""frequency_response"": ""4Hz-40,000Hz""}",t,standard
i-qyw6e7xp,electronics,Accessories,t-v84j50g0_accessories,Anker PowerLine+ II Lightning Cable (3ft),2199,Anker,A durable and fast charging cable for Apple devices.,ANK-LCAB-PLII-3FT,ai,4,0,2025-12-07 13:24:44.536,2025-12-31 11:32:07.639,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-6mgsz4b5/original-1765113977131.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-6mgsz4b5/thumb-1765113977131.jpg,1024,1024,105800,"The Anker PowerLine+ II Lightning Cable is the ultimate charging companion for your Apple devices. Measuring 3 feet (0.9 meters) in length, it offers the perfect balance between freedom and convenience. Built to withstand any yanking, twisting, stretching, or dropping that it might possibly be subjected to, this cable is designed with durability in mind. The PowerLine+ II surpasses tens of thousands of bends in rigorous laboratory tests, ensuring it can handle the stresses of everyday use. Its enhanced length allows for more flexible usage in bed, at the office, or within any space where you need a longer reach to power your device. Additionally, it supports high-speed charging when used with a compatible charger.","[""Exceptional durability – Withstands any yanking, twisting, stretching, or dropping"", ""High-speed charging capabilities when used with a compatible charger"", ""3 feet length for convenient use without restrictions"", ""MFi certified for flawless compatibility with Apple Lightning devices"", ""Enhanced lifespan – Survives tens of thousands of bends in tests""]","{""color"": ""Red"", ""length"": ""3ft"", ""material"": ""Nylon braided"", ""certification"": ""MFi certified"", ""compatibility"": ""Apple Lightning devices""}",t,standard
sid-854a3rvd,electronics,Smart Home,tid-ej2um44f_smart-home,Philips Hue White A19 4-Pack Smart Bulbs,4999,Philips,A set of four A19 smart LED bulbs compatible with various voice assistants and home automation systems.,PH-A19-4WHT,ai,1,0,2025-12-19 20:56:43.133,,,,,,,"Transform your home with the Philips Hue White A19 4-Pack Smart Bulbs. These intelligent lighting solutions offer seamless integration with major voice assistants like Amazon Alexa, Google Assistant, and Apple HomeKit, enabling you to control your lights with simple voice commands. Not just smart, these bulbs are also energy-efficient LED lights, designed to provide long-lasting illumination while conserving energy. The convenient four-pack ensures that you can start upgrading multiple rooms to smart lighting right out of the box. Customize your lighting experience with timers, routines, and more when you connect these bulbs to your Philips Hue Bridge (sold separately).","[""Voice control compatibility with Amazon Alexa, Google Assistant, and Apple HomeKit."", ""Energy-efficient LED bulbs that are designed to last."", ""Easy setup and integration with the Philips Hue Bridge for advanced features."", ""Customizable lighting scenes and schedules."", ""Control lights remotely with the Philips Hue app.""]","{""packSize"": 4, ""bulbShape"": ""A19"", ""averageLife"": ""25000 hours"", ""luminousFlux"": ""800 lumens"", ""colorTemperature"": ""2700K""}",f,
i-ywbws3am,electronics,Smart Home,t-v84j50g0_smart-home,Google Nest Thermostat - Snow,12999,Google,A smart thermostat that learns your heating and cooling preferences to save on energy bills.,GN-NEST-THERM-SNW,ai,3,0,2025-12-07 13:57:25.185,2025-12-19 20:56:43.344,,,,,,"The Google Nest Thermostat in Snow is designed to make your home smarter and more comfortable while saving on your energy bills. By learning your temperature preferences and adapting accordingly, the Nest Thermostat can automatically adjust your home’s temperature when you’re away to save energy. You can also control it from anywhere through the Nest app on your smartphone, making it easy to adjust the temperature on your way home or check if you forgot to set it to away mode. Its sleek design not only looks great on your wall but also features an easy-to-read display and interaction. Energy savings have never looked so good.","[""Learns your temperature preferences and schedule for personalized comfort."", ""Control it remotely with the Nest app from your smartphone or tablet."", ""Saves on energy bills by automatically adjusting the temperature when you're away."", ""Easy to install and compatible with most HVAC systems."", ""Monitors your HVAC system and alerts you to any potential issues.""]","{""color"": ""Snow"", ""battery"": ""2 x AAA batteries (included)"", ""dimensions"": ""3.3 in x 1.2 in x 3.3 in"", ""connectivity"": ""Wi-Fi"", ""compatibility"": ""Most HVAC systems""}",f,
